presence,retailers,type,name,brand,min_price,max_price,sample_url
1,El Catador,tinto,Daou Soul of a Lion,Daou,11980,11980,https://elcatador.com/products/daou-soul-of-a-lion
1,El Catador,tinto,Darioush Cabernet Sauvignon,Darioush,11800,11800,https://elcatador.com/products/darioush-cabernet-sauvignon
1,El Catador,tinto,Darioush Caravan Cabernet Sauvignon,Darioush,6390,6390,https://elcatador.com/products/darioush-caravan-cabernet-sauvignon
1,El Catador,tinto,Darioush Darius II,Darioush,27500,27500,https://elcatador.com/products/darioush-darius-ii
1,El Catador,tinto,"Darioush Duel Cabernet Sauvignon, Napa Valley",Darioush,5890,5890,https://elcatador.com/products/darioush-duel-cabernet-sauvignon-napa-valley
1,El Catador,tinto,Decoy Cabernet Sauv. 1/2 bot,Decoy,1480,1480,https://elcatador.com/products/decoy-cabernet-sauv-1-2-bot
1,El Catador,tinto,des,Ménage à Trois,1290,1290,https://elcatador.com/products/des
1,El Catador,tinto,Domaine de Chevalier Rouge 2014,Domaine de Chevalier,7900,7900,https://elcatador.com/products/domaine-de-chevalier-rouge-2015
1,El Catador,tinto,Don Melchor 2022,Concha y Toro,15980,15980,https://elcatador.com/products/don-melchor-2017
1,El Catador,tinto,Doña Paula EstateMalbec,Doña Paula,1350,1350,https://elcatador.com/products/dona-paula-estatemalbec
1,El Catador,tinto,Donnafugata Sedàra,Donnafugata,1595,1595,https://elcatador.com/products/donnafugata-sedara
1,El Catador,tinto,Double Diamiond Oakville Cabernet Sauvignon 2019 375 ml,Double Diamond,5200,5200,https://elcatador.com/products/double-diamiond-oakville-cabernet-sauvignon-2019-375-ml
1,El Catador,tinto,Double Diamond Oakville Cabernet Sauvignon,Double Diamond,9980,9980,https://elcatador.com/products/double-diamond-oakville-cabernet-sauvignon
1,El Catador,tinto,Duckhorn Cabernet Sauvignon 375ml,Duckhorn,3520,3520,https://elcatador.com/products/duckhorn-cabernet-sauvignon-375ml
1,El Catador,tinto,Duckhorn Decoy Red Wine,Duckhorn,2690,2690,https://elcatador.com/products/duckhorn-decoy-red-wine
1,El Catador,tinto,Duckhorn Goldeneye Estate Pinot Noir,Duckhorn,6100,6100,https://elcatador.com/products/duckhorn-goldeneye-estate-pinot-noir
1,El Catador,tinto,Duckhorn Napa Valley Merlot,Duckhorn,5480,5480,https://elcatador.com/products/duckhorn-napa-valley-merlot
1,El Catador,tinto,Duckhorn Paraduxx,Paraduxx,5300,5300,https://elcatador.com/products/duckhorn-paraduxx
1,El Catador,tinto,Duckhorn Postmark Cabernet Sauvignon,Duckhorn,3150,3150,https://elcatador.com/products/duckhorn-postmark-cabernet-sauv-napa-valley
1,El Catador,tinto,Duckhorn Three Palms Merlot,Duckhorn,10900,10900,https://elcatador.com/products/duckhorn-three-palms-merlot
1,El Catador,tinto,Due Di Due Blend Italiano,Lupo Meraviglia,1050,1050,https://elcatador.com/products/due-di-due-blend-italiano
1,El Catador,tinto,E. Guigal Brune & Blonde Côte-Rôtie,E. Guigal,7900,7900,https://elcatador.com/products/e-guigal-brune-blonde-cote-rotie-1
1,El Catador,tinto,E. Guigal Château d'Ampuis 2016,E. Guigal,10500,10500,https://elcatador.com/products/e-guigal-chateau-dampuis
