presence,retailers,type,name,brand,min_price,max_price,sample_url
1,Vinos El Kiosco,tinto,Vino Tinto Gaudium Reserva &#8211; Marqués de Cáceres,,511900,511900,https://www.vinoselkiosco.com/tienda/gaudium-reserva-marques-de-caceres/
1,Vinos El Kiosco,tinto,Vino Tinto Georges Duboeuf Beaujolais Villages,,124500,124500,https://www.vinoselkiosco.com/tienda/georges-duboeuf-beaujolais-villages/
1,Vinos El Kiosco,tinto,Vino Tinto Golden Reserve Cabernet Sauvignon 750,,155800,155800,https://www.vinoselkiosco.com/tienda/vino-golden-reserve-cabernet-sauvignon-750/
1,Vinos El Kiosco,tinto,Vino Tinto Goldeneye Anderson Valley Pinot Noir,,399000,399000,https://www.vinoselkiosco.com/tienda/goldeneye-anderson-valley-pinot-noir/
1,Éxito,tinto,Vino tinto GOURMET de cocina Cabernet Sauvignon (750  ml),GOURMET,29430,29430,https://www.exito.com/vino-tinto-pcocina-gourmet-750-ml-614909/p
1,Vinos El Kiosco,tinto,Vino Tinto Graham&#8217;s 10 Years Old Tawny Port,,311700,311700,https://www.vinoselkiosco.com/tienda/grahams-10-years-old-tawny/
1,Vinos El Kiosco,tinto,Vino Tinto Graham&#8217;S Fine Tawny Port,,160900,160900,https://www.vinoselkiosco.com/tienda/grahams-fine-tawny-port/
1,Éxito,tinto,Vino tinto GRAJALES de cocina  (275  ml),GRAJALES,14800,14800,https://www.exito.com/vino-cocina-tinto-gourmet-x-275ml-963313/p
1,Vinos El Kiosco,tinto,Vino Tinto Gran Albarda Cabernet Sauvignon 750,,25100,25100,https://www.vinoselkiosco.com/tienda/vino-gran-albarda-cabernet-sauvignon-750/
1,Olímpica,tinto,Vino Tinto Gran Celebración Manzana 750 Ml,Celebracion,16900,16900,https://www.olimpica.com/vino-gran-celebracion-manzana-750-ml-7702673000013-1331162/p
1,Vinos El Kiosco,tinto,Vino Tinto Gran Enemigo Agrelo,,558800,558800,https://www.vinoselkiosco.com/tienda/vino-tinto-gran-enemigo-agrelo/
1,Vinos El Kiosco,tinto,Vino Tinto Gran Enemigo Blend,,506500,506500,https://www.vinoselkiosco.com/tienda/vino-tinto-gran-enemigo-blend/
1,Vinos El Kiosco,tinto,Vino Tinto Gran Enemigo Chacayes,,558800,558800,https://www.vinoselkiosco.com/tienda/vino-tinto-gran-enemigo-chacayes/
1,Vinos El Kiosco,tinto,Vino Tinto Gran Enemigo Gualtallary,,558800,558800,https://www.vinoselkiosco.com/tienda/vino-tinto-gran-enemigo-gualtallary/
1,Carulla,tinto,Vino Tinto Gran Reserva Carmenére Pirca Viña Marty,PIRCA VIÑA MARTY,,,https://www.carulla.com/vino-tinto-gran-reserva-carmenere-pirca-vina-marty-100134770-mp/p
1,Vinos El Kiosco,tinto,Vino Tinto Gran Reserva Serie Riberas Cabernet 750,,123000,123000,https://www.vinoselkiosco.com/tienda/vino-gran-reserva-serie-riberas-cabernet-750-2/
1,Jumbo,tinto,Vino tinto Grey carmenere x750ml,VENTISQUERO,150990,150990,https://www.jumbocolombia.com/vino-tinto-grey-carmenere-x-750-cc/p
1,Jumbo,tinto,Vino tinto Grosso tetra pack x 1500ml,GROSSO,,,https://www.jumbocolombia.com/vino-tinto-grosso-tetra-pack-x-1500ml/p
1,Vinos El Kiosco,tinto,Vino Tinto Guarda Cabernet Franc,,174900,174900,https://www.vinoselkiosco.com/tienda/guarda-cabernet-franc/
1,Dislicores,tinto,Vino Tinto Hacienda Monasterio Reserva,Hacienda Monasterio,498000,498000,https://www.dislicores.com/vino-tinto-hacienda-monasterio-reserva-ref210003/p
1,Dislicores,tinto,Vino Tinto Hacienda Monasterio Ribera Duero Cosecha,Hacienda Monasterio,343500,343500,https://www.dislicores.com/vino-tinto-hacienda-monasterio-ribera-duero-cosecha-ref210001/p
1,Dislicores,tinto,Vino Tinto Hacienda Monasterio Ribera Duero Reserva Especial,Hacienda Monasterio,753500,753500,https://www.dislicores.com/vino-tinto-hacienda-monasterio-ribera-duero-reserva-especial-ref210002/p
1,Dislicores,tinto,Vino Tinto Hito Fino Tempranillo,Hito,118500,118500,https://www.dislicores.com/vino-tinto-hito-fino-tempranillo-ref107030/p
1,Jumbo,tinto,Vino tinto Hito Ribera Del Duero x750ml,HITO,133990,133990,https://www.jumbocolombia.com/vino-tinto-hito-ribera-del-duero-x-750-ml/p
1,Vinos El Kiosco,tinto,Vino Tinto Humberto Canale Estate Gran Reserva Cabernet Franc,,211600,211600,https://www.vinoselkiosco.com/tienda/humberto-canale-estate-gran-reserva-cabernet-franc/
1,Vinos El Kiosco,tinto,Vino Tinto Ígneo Gran Reserva,,380200,380200,https://www.vinoselkiosco.com/tienda/igneo-gran-reserva/
1,Vinos El Kiosco,tinto,Vino Tinto Il Repertorio Aglianico Del Vulture DOC,,120800,120800,https://www.vinoselkiosco.com/tienda/il-repertorio-aglianico-del-vulture-doc/
